50, 10, 5, -2.0, -8.0, -5.666666653480004, -5.0, 0.157
50, 10, 5, -7.0, -10.0, -7.999999998199995, -8.0, 0.028
50, 10, 5, -1.0, -3.0, -2.6666666666666665, -2.5, 0.027
50, 10, 5, -1.0, -9.0, -4.9999999965, -5.0, 0.027
50, 10, 5, -3.0, -8.0, -5.9999999972, -6.0, 0.028
50, 10, 5, -1.0, -9.0, -4.2, -4.2, 0.032
50, 10, 5, -1.0, -7.0, -5.4, -5.4, 0.039
50, 10, 5, -1.0, -8.0, -5.4, -5.4, 0.031
50, 10, 5, -1.0, -4.333333333333333, -3.5, -3.0, 0.018
50, 10, 5, -5.0, -7.5, -6.666666666666666, -6.666666666666667, 0.038
50, 10, 5, -4.0, -6.0, -5.0, -5.0, 0.027
50, 10, 5, -1.0, -8.0, -4.499999998449998, -4.5, 0.025
50, 10, 5, -2.0, -9.0, -5.666666661800001, -5.666666666666667, 0.029
50, 10, 5, -2.0, -6.0, -4.59999999184, -4.6, 0.036
50, 10, 5, -1.0, -10.0, -7.5, -7.5, 0.018
50, 10, 5, -3.0, -8.0, -6.4999999966500015, -6.5, 0.024
50, 10, 5, -2.0, -10.0, -6.0, -6.0, 0.049
50, 10, 5, -2.0, -8.0, -4.333333330593237, -4.333333333333333, 0.025
50, 10, 5, -3.0, -5.333333333333333, -4.6000000000000005, -4.6, 0.048
50, 10, 5, -1.0, -7.5, -6.333333328599999, -6.333333333333333, 0.041
50, 10, 5, -2.0, -9.0, -8.500000000000002, -6.666666666666667, 0.032
50, 10, 5, -3.0, -9.0, -5.999999998, -6.0, 0.028
50, 10, 5, -2.0, -9.0, -5.666666661800001, -5.0, 0.021
50, 10, 5, -2.0, -4.75, -4.2, -4.2, 0.038
50, 10, 5, -1.0, -10.0, -6.49999999665, -6.5, 0.016
50, 10, 5, -4.0, -9.5, -9.0, -9.0, 0.026
50, 10, 5, -1.0, -7.5, -5.666666666666666, -5.666666666666667, 0.025
50, 10, 5, -1.0, -7.0, -5.0, -5.0, 0.016
50, 10, 5, -4.0, -9.0, -7.666666666666666, -7.666666666666667, 0.031
50, 10, 5, -5.0, -8.0, -7.0, -7.0, 0.032
