50, 10, 10, -1.0, -5.5, -4.166666666666666, -4.0, 0.251
50, 10, 10, -6.0, -10.0, -8.0, -8.0, 0.04
50, 10, 10, -1.0, -6.0, -4.749999999016769, -4.666666666666667, 0.162
50, 10, 10, -1.0, -8.0, -5.2500000000000036, -5.166666666666667, 0.315
50, 10, 10, -2.0, -9.0, -6.199999994479997, -5.5, 0.067
50, 10, 10, -2.0, -9.0, -6.999999976055652, -7.0, 0.317
50, 10, 10, -2.0, -8.0, -5.333333329400003, -5.333333333333333, 0.097
50, 10, 10, -1.0, -10.0, -7.399999993959998, -7.4, 0.096
50, 10, 10, -1.0, -6.571428571428571, -5.142857142666668, -5.142857142857143, 0.329
50, 10, 10, -1.0, -10.0, -5.999999991200003, -6.0, 0.102
50, 10, 10, -1.0, -6.0, -4.499999997989521, -4.5, 0.081
50, 10, 10, -4.0, -8.0, -6.166666666666666, -6.0, 0.05
50, 10, 10, -1.0, -9.0, -5.250000000000001, -5.25, 0.317
50, 10, 10, -1.0, -10.0, -5.1111111022035685, -5.0, 0.103
50, 10, 10, -3.0, -8.0, -6.5, -6.5, 0.095
50, 10, 10, -1.0, -9.0, -6.500000000000004, -6.5, 0.372
50, 10, 10, -1.0, -10.0, -6.285714276485717, -6.285714285714286, 0.091
50, 10, 10, -3.0, -8.0, -5.999999996184167, -5.666666666666667, 0.326
50, 10, 10, -2.0, -9.0, -5.333333333333333, -5.333333333333333, 0.114
50, 10, 10, -1.0, -6.0, -4.999999985500016, -5.0, 0.174
50, 10, 10, -2.3333333333333335, -6.5, -3.4999999994499995, -3.5, 0.064
50, 10, 10, -4.0, -9.0, -7.1999999968000585, -7.2, 0.165
50, 10, 10, -3.5, -10.0, -6.499999992249999, -6.333333333333333, 0.121
50, 10, 10, -2.0, -7.0, -5.833333332833334, -5.75, 0.115
50, 10, 10, -4.0, -8.0, -7.1666666663161, -7.166666666666667, 0.152
50, 10, 10, -2.0, -5.75, -4.999999994500002, -5.0, 0.232
50, 10, 10, -3.0, -8.75, -7.333333333333335, -7.333333333333333, 0.191
50, 10, 10, -1.0, -6.2, -4.749999999999998, -4.75, 0.11
50, 10, 10, -2.0, -6.666666666666667, -4.999999999000003, -5.0, 0.104
50, 10, 10, -1.0, -7.0, -5.285714285714286, -5.285714285714286, 0.148
