50, 15, 25, -6.199999993480038, 1800.455
50, 15, 25, -6.499999996195363, 31.079
50, 15, 25, -5.7999999978699766, 1800.262
50, 15, 25, -5.399999993159995, 1800.482
50, 15, 25, -5.999999959399999, 1800.448
50, 15, 25, -4.6666666579999925, 1800.263
50, 15, 25, -6.333333326285173, 1800.226
50, 15, 25, -6.199999992598173, 1800.299
50, 15, 25, -5.499999996567428, 1800.266
50, 15, 25, -5.499999946801563, 1800.291
50, 15, 25, -5.857142847748165, 1800.256
50, 15, 25, -6.499999989650005, 1800.275
50, 15, 25, -5.083333315430589, 1800.306
50, 15, 25, -4.3333333315255596, 1800.26
50, 15, 25, -3.624999987537037, 1800.324
50, 15, 25, -5.124999999171428, 1800.262
50, 15, 25, -5.499999957191341, 1800.228
50, 15, 25, -6.8571428482571815, 1800.279
50, 15, 25, -5.499999991749995, 1800.173
50, 15, 25, -5.9999999756154345, 1801.055
50, 15, 25, -5.49999999465, 1801.356
50, 15, 25, -6.099999998898433, 1800.542
50, 15, 25, -7.999999999, 1.333
50, 15, 25, -5.0, 0.574
50, 15, 25, -4.999999973678889, 1801.256
50, 15, 25, -5.333333333335187, 33.675
50, 15, 25, -6.333333289026258, 1800.615
50, 15, 25, -8.666666666666666, 0.395
50, 15, 25, -5.249999994712601, 1800.369
50, 15, 25, -4.666666662741504, 1848.733
