50, 18, 10, -5.200000000000002, 2.189
50, 18, 10, -7.1249999999999964, 2.894
50, 18, 10, -2.99999999405, 0.667
50, 18, 10, -4.2, 0.686
50, 18, 10, -6.3, 2.231
50, 18, 10, -6.166666657750007, 1.64
50, 18, 10, -5.79999998621998, 2.041
50, 18, 10, -6.714285705314285, 0.537
50, 18, 10, -3.666666650333334, 0.879
50, 18, 10, -7.0, 1.793
50, 18, 10, -4.166666657750007, 0.83
50, 18, 10, -6.6000000000000005, 1.659
50, 18, 10, -6.800000000000001, 1.645
50, 18, 10, -4.99999999999999, 1.738
50, 18, 10, -4.833333333333334, 0.545
50, 18, 10, -5.714285714285714, 1.637
50, 18, 10, -3.333333328, 0.737
50, 18, 10, -6.333333333333333, 1.135
50, 18, 10, -4.500000000000001, 0.369
50, 18, 10, -4.39999999696359, 0.204
50, 18, 10, -4.3333333292, 0.367
50, 18, 10, -5.399999993159984, 3.354
50, 18, 10, -5.6000000000000005, 1.169
50, 18, 10, -3.5, 0.211
50, 18, 10, -8.499999993329993, 0.623
50, 18, 10, -6.800000000000002, 4.487
50, 18, 10, -5.399999999999999, 0.971
50, 18, 10, -4.75, 1.138
50, 18, 10, -6.199999999999995, 1.079
50, 18, 10, -6.199999992479996, 0.433
