50, 5, 5, -1.0, -9.0, -5.0, -5.0, 0.139
50, 5, 5, -1.0, -9.5, -7.4999999942499995, -7.5, 0.016
50, 5, 5, -2.0, -7.0, -5.333333333333333, -5.333333333333333, 0.015
50, 5, 5, -2.0, -9.0, -8.0, -5.0, 0.013
50, 5, 5, -6.0, -7.5, -6.499999998650001, -6.5, 0.016
50, 5, 5, -2.0, -8.0, -4.0, -4.0, 0.016
50, 5, 5, -4.0, -7.0, -6.0, -4.0, 0.012
50, 5, 5, -2.5, -8.0, -6.5, -6.5, 0.009
50, 5, 5, -2.0, -8.0, -4.0, -4.0, 0.016
50, 5, 5, -6.0, -10.0, -8.0, -8.0, 0.013
50, 5, 5, -3.5, -9.0, -6.333333333333332, -6.333333333333333, 0.019
50, 5, 5, -7.0, -8.0, -7.25, -7.25, 0.013
50, 5, 5, -5.0, -10.0, -7.6000000000000005, -7.6, 0.014
50, 5, 5, -1.0, -10.0, -6.333333333333333, -6.333333333333333, 0.017
50, 5, 5, -1.0, -4.0, -4.0, -4.0, 0.009
50, 5, 5, -3.0, -10.0, -6.5, -4.0, 0.016
50, 5, 5, -1.0, -7.0, -5.999999998600001, -6.0, 0.011
50, 5, 5, -5.0, -8.0, -6.0, -6.0, 0.026
50, 5, 5, -1.0, -7.0, -5.0, -4.5, 0.027
50, 5, 5, -2.6666666666666665, -5.0, -3.6666666666666665, -3.5, 0.021
50, 5, 5, -6.8, -6.8, -6.8, -6.8, 0.014
50, 5, 5, -1.0, -6.0, -3.333333333333333, -3.0, 0.02
50, 5, 5, -7.5, -8.0, -7.5, -7.5, 0.011
50, 5, 5, -4.0, -7.0, -6.666666666666667, -4.0, 0.018
50, 5, 5, -9.0, -10.0, -9.0, -9.0, 0.01
50, 5, 5, -3.0, -8.0, -6.5, -5.0, 0.017
50, 5, 5, -1.0, -10.0, -6.2, -6.2, 0.03
50, 5, 5, -1.0, -6.5, -5.66666666595, -5.666666666666667, 0.022
50, 5, 5, -2.0, -8.0, -7.0, -6.666666666666667, 0.035
50, 5, 5, -7.5, -10.0, -8.333333333333332, -8.333333333333334, 0.021
