1,50,20,16,-5.25,24.833,,1,50,20,16,-5.25,23.772
2,50,20,16,-8.375,4.656,,2,50,20,16,-8.375,4.457
3,50,20,16,-5.25,3.472,,3,50,20,16,-5.25,3.49
4,50,20,16,-5.166666667,60.222,,4,50,20,16,-5.166666657,590.346
5,50,20,16,-6.833333333,60.371,,5,50,20,16,-6.833333333,199.486
6,50,20,16,-5.571428571,47.423,,6,50,20,16,-5.571428571,47.004
7,50,20,16,-6.142857143,60.314,,7,50,20,16,-6.142857143,369.178
8,50,20,16,-5.571428571,28.918,,8,50,20,16,-5.571428571,16.815
9,50,20,16,-5.75,7.2,,9,50,20,16,-5.75,1.654
10,50,20,16,-8,4.688,,10,50,20,16,-8,0.839
11,50,20,16,-6,8.185,,11,50,20,16,-6,3.429
12,50,20,16,-5.714285704,68.824,,12,50,20,16,-5.714285714,210.685
13,50,20,16,-5.2,60.312,,13,50,20,16,-5.199999992,604.912
14,50,20,16,-5.999999995,22.151,,14,50,20,16,-5.999999994,12.114
15,50,20,16,-5.399999992,60.367,,15,50,20,16,-5.375,124.174
16,50,20,16,-5.333333333,35.557,,16,50,20,16,-5.333333328,16.012
17,50,20,16,-5.5,4.301,,17,50,20,16,-5.5,1.376
18,50,20,16,-7.2,9.22,,18,50,20,16,-7.2,2.772
19,50,20,16,-6.666666662,32.889,,19,50,20,16,-6.666666662,14.665
20,50,20,16,-6.125,30.67,,20,50,20,16,-6.125,33.709
21,50,20,16,-5.4,51.872,,21,50,20,16,-5.4,19.342
22,50,20,16,-6.333333331,60.278,,22,50,20,16,-6.333333333,158.809
23,50,20,16,-5.5,4.502,,23,50,20,16,-5.5,4.353
24,50,20,16,-5.625,32.433,,24,50,20,16,-5.625,29.942
25,50,20,16,-4.1,60.346,,25,50,20,16,-4.1,35.472
26,50,20,16,-5.199999992,60.492,,26,50,20,16,-5.2,155.236
27,50,20,16,-5.2,60.378,,27,50,20,16,-5.2,25.246
28,50,20,16,-5.5,5.013,,28,50,20,16,-5.5,1.236
29,50,20,16,-5,31.049,,29,50,20,16,-4.999999997,13.267
30,50,20,16,-6.125,3.699,,30,50,20,16,-6.125,1.443
