1,50,10,20,-6.999999997,13.12,,1,50,10,20,-6.999999997,15.436
2,50,10,20,-4.4,2.684,,2,50,10,20,-4.4,7.99
3,50,10,20,-7.2,0.828,,3,50,10,20,-7.2,7.366
4,50,10,20,-5.333333328,60.145,,4,50,10,20,-5.333333325,360.53
5,50,10,20,-5.666666662,10.909,,5,50,10,20,-5.666666658,11.503
6,50,10,20,-4.666666662,60.039,,6,50,10,20,-4.666666658,180.675
7,50,10,20,-4.428571429,14.534,,7,50,10,20,-4.428571417,16.308
8,50,10,20,-5.8,3.003,,8,50,10,20,-5.8,3.298
9,50,10,20,-5,0.58,,9,50,10,20,-5,0.563
10,50,10,20,-6.5,0.802,,10,50,10,20,-6.5,5.843
11,50,10,20,-5.111111097,60.033,,11,50,10,20,-5.111111111,451.132
12,50,10,20,-5.8,5.886,,12,50,10,20,-5.8,3.421
13,50,10,20,-6.714285704,29.38,,13,50,10,20,-6.714285704,29.743
14,50,10,20,-5.499999998,3.902,,14,50,10,20,-5.499999998,3.934
15,50,10,20,-4.999999994,60.055,,15,50,10,20,-4.999999994,590.084
16,50,10,20,-4.124999987,4.175,,16,50,10,20,-4.124999987,4.095
17,50,10,20,-5.375,38.27,,17,50,10,20,-5.375,38.013
18,50,10,20,-4.666666667,2.03,,18,50,10,20,-4.666666667,2.136
19,50,10,20,-6.333333333,0.215,,19,50,10,20,-6.333333333,3.947
20,50,10,20,-6.6,1.705,,20,50,10,20,-6.6,7.295
21,50,10,20,-5.4,27.621,,21,50,10,20,-5.4,69.835
22,50,10,20,-6,0.194,,22,50,10,20,-6,5.671
23,50,10,20,-4.875,19.453,,23,50,10,20,-4.875,43.103
24,50,10,20,-5.714285704,60.055,,24,50,10,20,-5.714285704,294.521
25,50,10,20,-5.5,0.643,,25,50,10,20,-5.5,1.34
26,50,10,20,-6.333333333,0.514,,26,50,10,20,-6.333333333,0.776
27,50,10,20,-6.333333329,14.725,,27,50,10,20,-6.333333329,28.088
28,50,10,20,-4.499999993,60.054,,28,50,10,20,-4.499999996,62.002
29,50,10,20,-5.6,6.335,,29,50,10,20,-5.6,9.272
30,50,10,20,-5.166666657,60.103,,30,50,10,20,-5.166666657,590.271
