1,50,20,12,-7.999999997,7.746,,1,50,20,12,-7.999999996,5.692
2,50,20,12,-4.499999996,11.835,,2,50,20,12,-4.49999999,14.416
3,50,20,12,-5.428571429,8.035,,3,50,20,12,-5.428571429,6.643
4,50,20,12,-6,1.416,,4,50,20,12,-6,0.721
5,50,20,12,-5.166666667,1.78,,5,50,20,12,-5.166666667,1.351
6,50,20,12,-3.499999997,6.753,,6,50,20,12,-3.499999996,8.064
7,50,20,12,-5.6,6.388,,7,50,20,12,-5.599999992,25.068
8,50,20,12,-6.499999997,7.579,,8,50,20,12,-6.499999994,17.153
9,50,20,12,-5.25,2.147,,9,50,20,12,-5.25,6.092
10,50,20,12,-5.599999992,4.607,,10,50,20,12,-5.599999992,15.527
11,50,20,12,-4.5,1.508,,11,50,20,12,-4.5,2.093
12,50,20,12,-5.5,0.689,,12,50,20,12,-5.5,2.779
13,50,20,12,-5.666666662,12.082,,13,50,20,12,-5.666666662,29.317
14,50,20,12,-9,0.03,,14,50,20,12,-9,0.063
15,50,20,12,-6.75,2.046,,15,50,20,12,-6.75,6.522
16,50,20,12,-6,0.965,,16,50,20,12,-6,5.712
17,50,20,12,-5.999999997,7.494,,17,50,20,12,-5.999999997,18.252
18,50,20,12,-5.333333333,0.353,,18,50,20,12,-5.333333333,2.227
19,50,20,12,-4.666666667,1.434,,19,50,20,12,-4.666666667,0.652
20,50,20,12,-4.75,1.215,,20,50,20,12,-4.75,0.46
21,50,20,12,-5.999999997,9.668,,21,50,20,12,-5.999999997,8.745
22,50,20,12,-6.666666667,1.385,,22,50,20,12,-6.666666667,1.225
23,50,20,12,-5.833333333,1.818,,23,50,20,12,-5.833333333,1.313
24,50,20,12,-5.666666667,2.094,,24,50,20,12,-5.666666667,2.363
25,50,20,12,-5.333333333,1.89,,25,50,20,12,-5.333333333,12.845
26,50,20,12,-5.199999992,5.162,,26,50,20,12,-5.199999992,25.645
27,50,20,12,-4.166666667,1.08,,27,50,20,12,-4.166666667,6.044
28,50,20,12,-4.666666667,1.616,,28,50,20,12,-4.666666667,1.844
29,50,20,12,-5.666666667,4.394,,29,50,20,12,-5.666666667,1.195
30,50,20,12,-4.166666667,4.716,,30,50,20,12,-4.166666667,19.276
