1,50,14,20,-6.166666667,3664.585
2,50,14,20,-5.25,1.272
3,50,14,20,-5.857142857,296.287
4,50,14,20,-6,0.972
5,50,14,20,-5,0.649
6,50,14,20,-4.999999998,224.696
7,50,14,20,-6.666666667,0.725
8,50,14,20,-5.2,3.269
9,50,14,20,-6.1,194.811
10,50,14,20,-6.1,9.252
11,50,14,20,-6.999999998,321.193
12,50,14,20,-5.1,859.857
13,50,14,20,-5.333333328,2828.923
14,50,14,20,-5.454545455,3953.01
15,50,14,20,-5.833333333,36.561
16,50,14,20,-7.999999999,0.315
17,50,14,20,-4.9,23.447
18,50,14,20,-5.428571429,79.287
19,50,14,20,-5.111111111,360.4
20,50,14,20,-4.666666667,312.259
21,50,14,20,-5.75,1.005
22,50,14,20,-6.7,19.531
23,50,14,20,-3.999999969,872.338
24,50,14,20,-5.75,2.028
25,50,14,20,-5.666666659,269.857
26,50,14,20,-5.333333333,0.307
27,50,14,20,-5.571428571,86.373
28,50,14,20,-6.4,1.529
29,50,14,20,-6.111111111,29.264
30,50,14,20,-7.5,0.364
