1, 20, 10, 10, -4.249999993274998, 0.68
2, 20, 10, 10, -6.333333333333333, 0.154
3, 20, 10, 10, -5.999999998, 0.11
4, 20, 10, 10, -6.0, 0.399
5, 20, 10, 10, -5.4, 0.47
6, 20, 10, 10, -8.25, 0.32
7, 20, 10, 10, -6.666666666666666, 0.297
8, 20, 10, 10, -5.428571428571428, 0.371
9, 20, 10, 10, -6.666666666666666, 0.22
10, 20, 10, 10, -6.625, 0.605
11, 20, 10, 10, -7.0, 0.453
12, 20, 10, 10, -5.0, 0.519
13, 20, 10, 10, -4.75, 0.343
14, 20, 10, 10, -5.1999999920799995, 0.296
15, 20, 10, 10, -4.5, 0.365
16, 20, 10, 10, -5.5, 0.352
17, 20, 10, 10, -4.428571428571428, 0.238
18, 20, 10, 10, -7.0, 0.464
19, 20, 10, 10, -5.0, 0.212
20, 20, 10, 10, -4.2, 0.39
21, 20, 10, 10, -6.6000000000000005, 0.166
22, 20, 10, 10, -6.2, 0.386
23, 20, 10, 10, -4.7999999919199965, 0.432
24, 20, 10, 10, -5.6, 0.355
25, 20, 10, 10, -5.75, 0.391
26, 20, 10, 10, -4.666666661600001, 0.313
27, 20, 10, 10, -7.49999999675, 0.402
28, 20, 10, 10, -4.749999993424998, 0.428
29, 20, 10, 10, -6.999999999, 0.268
30, 20, 10, 10, -6.0, 0.181
