50, 2, 5, -6.2, 0.008
50, 2, 5, -6.0, 0.003
50, 2, 5, -6.333333333333333, 0.002
50, 2, 5, -7.2, 0.003
50, 2, 5, -6.5, 0.001
50, 2, 5, -5.25, 0.001
50, 2, 5, -6.0, 0.001
50, 2, 5, -7.0, 0.002
50, 2, 5, -7.666666666666667, 0.002
50, 2, 5, -4.666666666666667, 0.001
50, 2, 5, -5.5, 0.001
50, 2, 5, -7.666666666666667, 0.001
50, 2, 5, -9.333333333333334, 0.001
50, 2, 5, -3.75, 0.001
50, 2, 5, -5.0, 0.001
50, 2, 5, -3.6666666666666665, 0.001
50, 2, 5, -8.0, 0.001
50, 2, 5, -4.6, 0.006
50, 2, 5, -6.0, 0.003
50, 2, 5, -7.0, 0.002
50, 2, 5, -6.0, 0.002
50, 2, 5, -7.666666666666667, 0.002
50, 2, 5, -4.25, 0.002
50, 2, 5, -6.25, 0.001
50, 2, 5, -5.5, 0.001
50, 2, 5, -8.0, 0.0
50, 2, 5, -6.5, 0.001
50, 2, 5, -6.5, 0.0
50, 2, 5, -5.333333333333333, 0.001
50, 2, 5, -5.75, 0.0
