50, 8, 10, -6.333333333333333, 0.276
50, 8, 10, -5.999999988659985, 0.12
50, 8, 10, -3.25, 0.034
50, 8, 10, -6.6000000000000005, 0.113
50, 8, 10, -4.333333333333333, 0.064
50, 8, 10, -5.16666665825, 0.059
50, 8, 10, -4.6, 0.054
50, 8, 10, -6.800000000000001, 0.043
50, 8, 10, -5.249999999999997, 0.073
50, 8, 10, -4.6000000000000005, 0.05
50, 8, 10, -4.599999999999998, 0.091
50, 8, 10, -6.5, 0.082
50, 8, 10, -6.0, 0.031
50, 8, 10, -5.199999999999999, 0.125
50, 8, 10, -5.666666666666666, 0.147
50, 8, 10, -3.714285710907686, 0.293
50, 8, 10, -5.999999999999991, 0.16
50, 8, 10, -4.7142857142857135, 0.123
50, 8, 10, -5.9999999976, 0.192
50, 8, 10, -4.666666662600001, 0.084
50, 8, 10, -6.6, 0.18
50, 8, 10, -6.249999999999999, 0.208
50, 8, 10, -7.800000000000004, 0.142
50, 8, 10, -4.399999999990206, 0.22
50, 8, 10, -6.9999999967, 0.029
50, 8, 10, -7.49999999525, 0.053
50, 8, 10, -5.9999999976, 0.072
50, 8, 10, -4.599999999999999, 0.083
50, 8, 10, -7.9999999954000005, 0.112
50, 8, 10, -5.666666664233323, 0.073
