1, 50, 10, 20, -4.7272727272727275, 4.588
2, 50, 10, 20, -6.125, 3.454
3, 50, 10, 20, -4.333333333333333, 3.091
4, 50, 10, 20, -6.6, 2.869
5, 50, 10, 20, -7.0, 2.997
6, 50, 10, 20, -7.0, 3.112
7, 50, 10, 20, -5.833333333333333, 3.179
8, 50, 10, 20, -7.6, 3.646
9, 50, 10, 20, -5.166666666666667, 3.076
10, 50, 10, 20, -5.714285714285714, 3.545
11, 50, 10, 20, -4.5, 3.363
12, 50, 10, 20, -6.2, 2.829
13, 50, 10, 20, -7.2727272727272725, 3.24
14, 50, 10, 20, -5.666666666666667, 3.187
15, 50, 10, 20, -5.5, 3.168
16, 50, 10, 20, -4.8, 3.103
17, 50, 10, 20, -6.0, 2.948
18, 50, 10, 20, -5.2, 2.871
19, 50, 10, 20, -6.666666666666667, 3.105
20, 50, 10, 20, -6.0, 3.154
21, 50, 10, 20, -5.0, 3.165
22, 50, 10, 20, -5.2, 3.527
23, 50, 10, 20, -9.0, 3.535
24, 50, 10, 20, -4.4, 3.07
25, 50, 10, 20, -5.4, 3.512
26, 50, 10, 20, -6.857142857142857, 3.026
27, 50, 10, 20, -5.0, 3.009
28, 50, 10, 20, -7.0, 3.131
29, 50, 10, 20, -7.0, 2.958
30, 50, 10, 20, -7.142857142857143, 3.318
